日期,时段起,时段止,电价_元每kWh,预测负载_kWh,预测光伏_kWh,净负荷预测_kWh,风险余量_kWh,风险净负荷_kWh,参考储电量_kWh,实际负载_kWh,实际光伏_kWh,计划购电_kWh,实际充电_kWh,实际放电_kWh,紧急购电_kWh,弃电_kWh,期初储电量_kWh,期末储电量_kWh,计划费_元,紧急费_元
2025-02-01,0:00,0:10,0.4248,452.047271,0.0,452.047271,11.33239,463.379661,3037.67832,422.030367,0.0,1296.712994,833.333333,0.0,0.0,41.349294,2287.67832,3037.67832,550.84368,0.0
2025-02-01,0:10,0:20,0.4245,447.966585,0.0,447.966585,12.413989,460.380574,3787.67832,415.407317,0.0,1293.713907,833.333333,0.0,0.0,44.973257,3037.67832,3787.67832,549.181554,0.0
2025-02-01,0:20,0:30,0.4269,446.478699,0.0,446.478699,16.316731,462.79543,4537.67832,410.716667,0.0,1296.128763,833.333333,0.0,0.0,52.078763,3787.67832,4537.67832,553.317369,0.0
2025-02-01,0:30,0:40,0.4272,469.259609,0.0,469.259609,16.57403,485.833639,5287.67832,430.2948,0.0,1319.166972,833.333333,0.0,0.0,55.538839,4537.67832,5287.67832,563.548131,0.0
2025-02-01,0:40,0:50,0.4271,481.543549,0.0,481.543549,26.980577,508.524125,6037.67832,424.410583,0.0,1341.857459,833.333333,0.0,0.0,84.113542,5287.67832,6037.67832,573.107321,0.0
2025-02-01,0:50,1:00,0.4285,478.448326,0.0,478.448326,34.703249,513.151576,6787.67832,406.051667,0.0,1346.484909,833.333333,0.0,0.0,107.099909,6037.67832,6787.67832,576.968784,0.0
2025-02-01,1:00,1:10,0.4311,485.517492,0.0,485.517492,22.797397,508.314889,6787.67832,436.750183,0.0,508.314889,71.564706,0.0,0.0,0.0,6787.67832,6852.086556,219.134549,0.0
2025-02-01,1:10,1:20,0.4302,475.234657,0.0,475.234657,24.766971,500.001628,7537.67832,451.797683,0.0,1333.334962,833.333333,0.0,0.0,48.203945,6852.086556,7602.086556,573.6007,0.0
2025-02-01,1:20,1:30,0.4279,460.521274,0.0,460.521274,24.065417,484.58669,8287.67832,446.08,0.0,1317.920024,833.333333,0.0,0.0,38.50669,7602.086556,8352.086556,563.937978,0.0
2025-02-01,1:30,1:40,0.4312,485.337889,0.0,485.337889,23.668637,509.006526,8287.67832,471.766333,0.0,509.006526,37.240193,0.0,0.0,0.0,8352.086556,8385.602729,219.483614,0.0
2025-02-01,1:40,1:50,0.4333,503.369352,0.0,503.369352,18.662683,522.032035,8287.67832,448.025967,0.0,522.032035,74.006068,0.0,0.0,0.0,8385.602729,8452.20819,226.196481,0.0
2025-02-01,1:50,2:00,0.4311,498.04052,0.0,498.04052,37.183342,535.223862,8550.0,397.403333,0.0,826.692395,429.289062,0.0,0.0,0.0,8452.20819,8838.568346,356.387092,0.0
2025-02-01,2:00,2:10,0.4293,498.500478,0.0,498.500478,19.017396,517.517874,9300.0,434.090633,0.0,1350.851207,833.333333,0.0,0.0,83.42724,8838.568346,9588.568346,579.920423,0.0
2025-02-01,2:10,2:20,0.4324,505.0671,0.0,505.0671,27.198197,532.265297,9300.0,490.560917,0.0,532.265297,41.70438,0.0,0.0,0.0,9588.568346,9626.102288,230.151514,0.0
2025-02-01,2:20,2:30,0.4367,507.757885,0.0,507.757885,18.19854,525.956425,9300.0,503.22,0.0,525.956425,22.736425,0.0,0.0,0.0,9626.102288,9646.56507,229.685171,0.0
2025-02-01,2:30,2:40,0.4348,500.625651,0.0,500.625651,11.33965,511.965301,9300.0,474.072817,0.0,511.965301,37.892485,0.0,0.0,0.0,9646.56507,9680.668306,222.602513,0.0
2025-02-01,2:40,2:50,0.4335,502.841379,0.0,502.841379,27.371251,530.21263,9300.0,461.3844,0.0,530.21263,68.82823,0.0,0.0,0.0,9680.668306,9742.613714,229.847175,0.0
2025-02-01,2:50,3:00,0.4357,515.586382,0.0,515.586382,27.885758,543.47214,9300.0,476.941667,0.0,543.47214,66.530474,0.0,0.0,0.0,9742.613714,9802.49114,236.790812,0.0
2025-02-01,3:00,3:10,0.4374,520.343069,0.0,520.343069,17.121574,537.464644,9300.0,483.39955,0.0,537.464644,54.065094,0.0,0.0,0.0,9802.49114,9851.149724,235.087035,0.0
2025-02-01,3:10,3:20,0.4371,516.948588,0.0,516.948588,9.29313,526.241717,9300.0,486.601917,0.0,526.241717,39.639801,0.0,0.0,0.0,9851.149724,9886.825545,230.020255,0.0
2025-02-01,3:20,3:30,0.4356,509.266785,0.0,509.266785,17.351571,526.618356,9300.0,498.848333,0.0,526.618356,27.770023,0.0,0.0,0.0,9886.825545,9911.818565,229.394956,0.0
2025-02-01,3:30,3:40,0.4353,503.570613,0.0,503.570613,17.948728,521.519341,9300.0,518.309733,0.0,521.519341,3.209608,0.0,0.0,0.0,9911.818565,9914.707213,227.017369,0.0
2025-02-01,3:40,3:50,0.436,517.540769,0.0,517.540769,26.861041,544.40181,9300.0,509.133467,0.0,544.40181,35.268343,0.0,0.0,0.0,9914.707213,9946.448721,237.359189,0.0
2025-02-01,3:50,4:00,0.4378,536.581691,0.0,536.581691,21.489103,558.070794,9300.0,483.616667,0.0,558.070794,74.454127,0.0,0.0,0.0,9946.448721,10013.457436,244.323394,0.0
2025-02-01,4:00,4:10,0.4401,527.369742,0.0,527.369742,21.643222,549.012963,9300.0,491.1868,0.0,549.012963,57.826163,0.0,0.0,0.0,10013.457436,10065.500983,241.620605,0.0
2025-02-01,4:10,4:20,0.4389,520.822668,0.0,520.822668,24.277861,545.100529,9300.0,504.645283,0.0,545.100529,40.455245,0.0,0.0,0.0,10065.500983,10101.910704,239.244622,0.0
2025-02-01,4:20,4:30,0.4364,532.54663,0.0,532.54663,33.521755,566.068385,9300.0,505.578333,0.0,566.068385,60.490052,0.0,0.0,0.0,10101.910704,10156.35175,247.032243,0.0
2025-02-01,4:30,4:40,0.4393,547.510828,0.0,547.510828,29.747509,577.258336,9300.0,503.230967,0.0,577.258336,74.02737,0.0,0.0,0.0,10156.35175,10222.976383,253.589587,0.0
2025-02-01,4:40,4:50,0.4422,555.379413,0.000245,555.379168,30.273021,585.652189,9300.0,502.846983,0.000233,585.652189,82.805439,0.0,0.0,0.0,10222.976383,10297.501278,258.975398,0.0
2025-02-01,4:50,5:00,0.4395,552.133585,0.0,552.133585,21.553793,573.687378,9300.0,499.641667,0.0,573.687378,74.045711,0.0,0.0,0.0,10297.501278,10364.142418,252.135602,0.0
2025-02-01,5:00,5:10,0.4333,542.036629,0.0,542.036629,20.740015,562.776644,9300.0,488.783583,0.0,562.776644,73.993061,0.0,0.0,0.0,10364.142418,10430.736172,243.85112,0.0
2025-02-01,5:10,5:20,0.4439,542.555626,0.003459,542.552167,39.662251,582.214418,9300.0,498.51875,0.003317,582.214418,83.698985,0.0,0.0,0.0,10430.736172,10506.065259,258.44498,0.0
2025-02-01,5:20,5:30,0.4301,557.403613,0.0,557.403613,30.29451,587.698123,10050.0,529.223333,0.0,1421.031457,326.594157,0.0,0.0,565.213966,10506.065259,10800.0,611.185629,0.0
2025-02-01,5:30,5:40,0.3713,571.208289,0.0,571.208289,27.073511,598.2818,10800.0,547.410317,0.0,1431.615133,0.0,0.0,0.0,884.204817,10800.0,10800.0,531.558699,0.0
2025-02-01,5:40,5:50,0.5708,561.978952,0.048141,561.930812,23.140546,585.071358,10800.0,531.2274,0.046233,585.071358,0.0,0.0,0.0,53.890191,10800.0,10800.0,333.958731,0.0
2025-02-01,5:50,6:00,0.9099,545.23678,0.0,545.23678,28.17152,573.4083,10162.879667,510.983333,0.0,0.0,0.0,510.983333,0.0,0.0,10800.0,10232.240741,0.0,0.0
2025-02-01,6:00,6:10,0.9368,556.469376,0.0,556.469376,14.138045,570.607421,9528.871421,535.187183,0.0,0.0,0.0,535.187183,0.0,0.0,10232.240741,9637.588315,0.0,0.0
2025-02-01,6:10,6:20,0.8758,557.454216,0.670534,556.783682,14.97191,571.755592,8893.58743,533.99935,0.644017,0.0,0.0,533.355333,0.0,0.0,9637.588315,9044.971278,0.0,0.0
2025-02-01,6:20,6:30,0.8759,544.41162,0.0,544.41162,20.178801,564.590421,8266.26474,504.52,0.0,0.0,0.0,504.52,0.0,0.0,9044.971278,8484.3935,0.0,0.0
2025-02-01,6:30,6:40,0.8601,558.419507,0.0,558.419507,17.103837,575.523343,7626.794359,519.553683,0.0,0.0,0.0,519.553683,0.0,0.0,8484.3935,7907.11163,0.0,0.0
2025-02-01,6:40,6:50,0.8442,605.234954,11.23538,593.999574,19.455043,613.454617,6945.178118,566.415,14.934917,0.0,0.0,551.480083,0.0,0.0,7907.11163,7294.355981,0.0,0.0
2025-02-01,6:50,7:00,0.8334,645.786126,48.349304,597.436822,18.977278,616.4141,6260.273563,608.791667,56.75,0.0,0.0,552.041667,0.0,0.0,7294.355981,6680.976352,0.0,0.0
2025-02-01,7:00,7:10,0.8092,634.282744,90.87956,543.403183,22.158162,565.561346,5631.872068,617.21405,102.656,0.0,0.0,514.55805,0.0,0.0,6680.976352,6109.245185,0.0,0.0
2025-02-01,7:10,7:20,0.7972,636.066024,135.693446,500.372578,12.765432,513.13801,5061.718723,595.396467,147.487917,0.0,0.0,447.90855,0.0,0.0,6109.245185,5611.569019,0.0,0.0
