date,cost_plan,cost_emg,cost_total
2025-02-01,18225.132270672184,166.81469212386963,18391.946962796053
2025-02-02,65636.19585962353,54.767085089743745,65690.96294471328
2025-02-03,64802.011176267464,97.33268653367449,64899.343862801135
2025-02-04,64871.67511695688,127.39605346193062,64999.071170418814
2025-02-05,64566.97505126355,307.5749016454591,64874.54995290901
2025-02-06,65007.37566499383,186.50319362297307,65193.8788586168
2025-02-07,18459.502226700184,0.0,18459.502226700184
2025-02-08,17129.323058885497,94.57242738394787,17223.895486269445
2025-02-09,60771.663381818704,424.8320582894469,61196.49544010815
2025-02-10,59479.95910772467,0.0,59479.95910772467
2025-02-11,58393.51723492832,0.0,58393.51723492832
2025-02-12,57465.33702956156,634.7433609441279,58100.08039050569
2025-02-13,56918.437240478546,15.494103478372434,56933.931343956916
2025-02-14,15505.26437938121,684.4480678125088,16189.712447193719
2025-02-15,15614.59682749851,333.52403234725034,15948.12085984576
2025-02-16,55016.18057270926,2841.0021929066925,57857.18276561595
2025-02-17,54833.77623013775,454.222634145059,55287.99886428281
2025-02-18,53339.9408612478,404.89365402160587,53744.83451526941
2025-02-19,53115.85969274564,412.8748031747923,53528.73449592043
2025-02-20,53764.96671785899,660.1088132864945,54425.075531145485
2025-02-21,15008.250427951463,225.51633306261698,15233.76676101408
2025-02-22,14955.41052762823,1176.6162357867292,16132.026763414959
2025-02-23,52183.87206758844,386.46081578837413,52570.33288337682
2025-02-24,51811.319337890665,1339.5095018097907,53150.82883970046
2025-02-25,50387.81423889706,350.6194608472715,50738.43369974433
2025-02-26,50294.75442272741,1289.7459087464306,51584.50033147384
2025-02-27,48035.51888159712,2554.782605897557,50590.301487494675
2025-02-28,14269.434003529783,111.36287938468463,14380.796882914467
2025-03-01,14133.72295273065,452.49327417935217,14586.216226910003
2025-03-02,49274.26049030993,14335.941318882551,63610.20180919248
2025-03-03,50976.18886984383,2638.863178945995,53615.052048789825
2025-03-04,52232.68319655674,180.80491908032445,52413.48811563706
2025-03-05,51548.35799521514,0.0,51548.35799521514
2025-03-06,51304.39954749579,330.90779218399337,51635.307339679784
2025-03-07,13984.392422993771,93.25677865166088,14077.649201645432
2025-03-08,13366.810381036055,175.21216985520556,13542.02255089126
2025-03-09,46546.64960416089,34.76813346318495,46581.41773762408
2025-03-10,47140.655457647255,2616.2603394945513,49756.91579714181
2025-03-11,47036.583162448675,1340.9566862110742,48377.53984865975
2025-03-12,45868.11310927619,842.7083715572654,46710.82148083346
2025-03-13,46057.21051717764,4266.718921261331,50323.92943843897
2025-03-14,12729.768361205293,197.21704936932184,12926.985410574614
2025-03-15,12840.603602824096,0.0,12840.603602824096
2025-03-16,44957.90224325236,8.081100000000493,44965.98334325237
2025-03-17,43442.06759493053,0.0,43442.06759493053
2025-03-18,42829.71290792932,0.0,42829.71290792932
2025-03-19,42345.49397525787,0.0,42345.49397525787
2025-03-20,42829.184625684415,0.0,42829.184625684415
2025-03-21,12244.300941413094,0.0,12244.300941413094
2025-03-22,12586.732515896529,0.0,12586.732515896529
2025-03-23,41174.56077602641,0.0,41174.56077602641
2025-03-24,41067.862252066145,0.0,41067.862252066145
2025-03-25,40457.25399349262,0.0,40457.25399349262
2025-03-26,40241.794978334154,0.0,40241.794978334154
2025-03-27,40324.07369869591,0.0,40324.07369869591
2025-03-28,12017.955788133362,0.0,12017.955788133362
2025-03-29,11869.265454447952,0.0,11869.265454447952
2025-03-30,38090.75189847652,0.0,38090.75189847652
2025-03-31,37518.18551897221,1394.5028100515826,38912.6883290238
2025-04-01,39378.6010677655,6132.2681358385935,45510.869203604096
2025-04-02,38788.03777910131,9490.498170529485,48278.535949630794
2025-04-03,39628.782889495546,49.06844247506856,39677.85133197061
2025-04-04,11354.295340930443,0.0,11354.295340930443
2025-04-05,11504.77119886145,0.0,11504.77119886145
2025-04-06,39335.02432379265,0.0,39335.02432379265
2025-04-07,37959.86928995611,0.0,37959.86928995611
2025-04-08,37750.937672014086,0.0,37750.937672014086
2025-04-09,37974.08813875633,5553.461245773758,43527.54938453009
2025-04-10,38674.41067334695,0.0,38674.41067334695
2025-04-11,11307.14134783058,0.0,11307.14134783058
2025-04-12,11017.916117463985,0.0,11017.916117463985
2025-04-13,37410.0362557074,0.0,37410.0362557074
2025-04-14,36650.098070411914,0.0,36650.098070411914
2025-04-15,36409.07124030899,0.0,36409.07124030899
2025-04-16,36568.42648507546,0.0,36568.42648507546
2025-04-17,36590.825100152804,0.0,36590.825100152804
2025-04-18,10972.874243443053,0.0,10972.874243443053
2025-04-19,10690.949757761613,0.0,10690.949757761613
2025-04-20,35918.44014053431,0.0,35918.44014053431
2025-04-21,35854.039756777696,0.0,35854.039756777696
2025-04-22,35440.42007288714,0.0,35440.42007288714
2025-04-23,35936.1889323785,0.0,35936.1889323785
2025-04-24,35177.92892953406,0.0,35177.92892953406
2025-04-25,10062.40102284534,0.0,10062.40102284534
2025-04-26,10116.594489774674,0.0,10116.594489774674
2025-04-27,32993.62092034387,4085.339190474113,37078.960110817985
