日期,时段起,时段止,预测电价_元每kWh,实际电价_元每kWh,实际负载_kWh,实际光伏_kWh,预测负载_kWh,预测光伏_kWh,净负荷预测_kWh,价格加权风险余量_kWh,风险净负荷_kWh,参考储电量_kWh,计划购电_kWh,实际充电_kWh,实际放电_kWh,紧急购电_kWh,弃电_kWh,储电量_kWh,计划费_元,紧急费_元,预估计划费_元
2025-02-01,0:00,0:10,0.3434400000000001,0.3281,422.0303666666667,0.0,453.22828717948715,0.0,453.22828717948715,29.42310659735587,482.651393776843,7800.0,1173.560937883581,751.5305712169143,0.0,0.0,0.0,7854.558924399159,385.0453437196029,0.0,403.0477685067371
2025-02-01,0:10,0:20,0.3611500000000001,0.3257,415.4073166666667,0.0,446.9792333333333,0.0,446.9792333333333,18.534581169188435,465.5138145025217,7800.0,465.5138145025217,50.10649783585501,0.0,0.0,0.0,7899.6547724514285,151.6178493834713,0.0,168.12031410758576
2025-02-01,0:20,0:30,0.3195200000000001,0.3041,410.7166666666667,0.0,443.65666666666664,0.0,443.65666666666664,21.57166110547928,465.2283277721459,8550.0,1298.5616611054793,833.3333333333333,0.0,0.0,54.511661105479334,8649.654772451428,394.8926011421762,0.0,414.9164219564228
2025-02-01,0:30,0:40,0.3234600000000001,0.3126,430.29479999999995,0.0,470.65494743589744,0.0,470.65494743589744,29.176472863453995,499.8314202993514,9300.0,1333.1647536326846,833.3333333333333,0.0,0.0,69.5366202993514,9399.654772451428,416.74730198557717,0.0,431.2254712100283
2025-02-01,0:40,0:50,0.35719999999999996,0.3286,424.4105833333333,0.0,485.4567846153846,0.0,485.4567846153846,30.751470035190138,516.2082546505748,9300.0,516.2082546505748,91.79767131724145,0.0,0.0,0.0,9482.272676636945,169.62603247817887,0.0,184.3895885611853
2025-02-01,0:50,1:00,0.38056000000000006,0.3438,406.0516666666666,0.0,480.28910256410256,0.0,480.28910256410256,47.55876749213842,527.8478700562409,9300.0,527.8478700562409,121.79620338957432,0.0,0.0,0.0,9591.889259687561,181.47409772533564,0.0,200.8777854286031
2025-02-01,1:00,1:10,0.37270000000000003,0.3704,436.7501833333333,0.0,485.2083243589744,0.0,485.2083243589744,27.6038244309646,512.812148789939,9300.0,512.812148789939,76.06196545660566,0.0,0.0,0.0,9660.345028598505,189.94561991179341,0.0,191.12508785401027
2025-02-01,1:10,1:20,0.35849000000000003,0.3746,451.7976833333333,0.0,473.6337358974359,0.0,473.6337358974359,32.94416310388152,506.5778990013174,9300.0,506.5778990013174,54.78021566798412,0.0,0.0,0.0,9709.647222699692,189.7640809658935,0.0,181.60311101298228
2025-02-01,1:20,1:30,0.3610300000000001,0.3606,446.08,0.0,458.8715384615385,0.0,458.8715384615385,34.15483535077455,493.026373812313,9300.0,493.026373812313,46.94637381231303,0.0,0.0,0.0,9751.898959130775,177.78531039672006,0.0,177.9973117374594
2025-02-01,1:30,1:40,0.37834000000000007,0.3582,471.7663333333333,0.0,485.0200192307692,0.0,485.0200192307692,32.329428054741584,517.3494472855108,9300.0,517.3494472855108,45.583113952177484,0.0,0.0,0.0,9792.923761687734,185.31457201766997,0.0,195.7339898860002
2025-02-01,1:40,1:50,0.36458000000000007,0.3041,448.02596666666665,0.0,503.3163307692307,0.0,503.3163307692307,19.180332737052407,522.4966635062831,9300.0,522.4966635062831,74.47069683961644,0.0,0.0,0.0,9859.94738884339,158.89123537226067,0.0,190.49183358112072
2025-02-01,1:50,2:00,0.3299000000000001,0.2537,397.4033333333333,0.0,497.2958974358974,0.0,497.2958974358974,42.08181354299469,539.3777109788921,10050.0,1372.7110443122253,833.3333333333333,0.0,0.0,141.97437764555877,10609.94738884339,348.25679194201155,0.0,452.85737351860325
2025-02-01,2:00,2:10,0.33355000000000007,0.3346,434.0906333333333,0.0,498.3984551282051,0.0,498.3984551282051,29.637788583958752,528.0362437121639,10800.0,1361.3695770454972,211.16956795178945,0.0,0.0,716.1093757603745,10800.0,455.51426047942334,0.0,454.0848224235257
2025-02-01,2:10,2:20,0.36347000000000007,0.3971,490.5609166666666,0.0,505.21251794871796,0.0,505.21251794871796,35.214470862758304,540.4269888114762,10800.0,540.4269888114762,0.0,0.0,0.0,49.86607214480961,10800.0,214.6035572570372,0.0,196.4289976233073
2025-02-01,2:20,2:30,0.3859600000000001,0.367,503.22,0.0,507.1983333333333,0.0,507.1983333333333,23.86156590193434,531.0598992352677,10800.0,531.0598992352677,0.0,0.0,0.0,27.839899235267694,10800.0,194.89898301934326,0.0,204.96787870884398
2025-02-01,2:30,2:40,0.3795300000000001,0.3185,474.07281666666665,0.0,499.6493538461539,0.0,499.6493538461539,16.67690382202022,516.3262576681741,10800.0,516.3262576681741,0.0,0.0,0.0,42.25344100150744,10800.0,164.44991306731345,0.0,195.96130457280216
2025-02-01,2:40,2:50,0.38329,0.3285,461.38439999999997,0.0,501.3808961538462,0.0,501.3808961538462,30.18945758397861,531.5703537378248,10800.0,531.5703537378248,0.0,0.0,0.0,70.18595373782483,10800.0,174.62086120287546,0.0,203.74560088417087
2025-02-01,2:50,3:00,0.4042700000000001,0.3772,476.94166666666666,0.0,514.197564102564,0.0,514.197564102564,30.51896499304933,544.7165290956133,10800.0,544.7165290956133,0.0,0.0,0.0,67.77486242894662,10800.0,205.46707477486532,0.0,220.21255121748362
2025-02-01,3:00,3:10,0.41148000000000007,0.3815,483.39955,0.0,520.2666871794871,0.0,520.2666871794871,20.05349101964195,540.320178199129,10800.0,540.320178199129,0.0,0.0,0.0,56.920628199129055,10800.0,206.13214798296772,0.0,222.33094692537765
2025-02-01,3:10,3:20,0.4094600000000001,0.3822,486.6019166666666,0.0,515.0811576923077,0.0,515.0811576923077,17.917292939730707,532.9984506320384,10800.0,532.9984506320384,0.0,0.0,0.0,46.39653396537176,10800.0,203.71200783156507,0.0,218.2415455957945
2025-02-01,3:20,3:30,0.40961000000000003,0.3962,498.84833333333336,0.0,504.47961538461533,0.0,504.47961538461533,20.949645894499906,525.4292612791153,10800.0,525.4292612791153,0.0,0.0,0.0,26.580927945781923,10800.0,208.17507331878548,0.0,215.22107971253843
2025-02-01,3:30,3:40,0.41509,0.3879,518.3097333333333,0.0,501.34854487179484,0.0,501.34854487179484,30.90508902381806,532.2536338956129,10800.0,532.2536338956129,0.0,0.0,0.0,13.943900562279623,10800.0,206.46118458810827,0.0,220.93316089372996
2025-02-01,3:40,3:50,0.4064600000000001,0.3405,509.13346666666666,0.0,518.373267948718,0.0,518.373267948718,28.722895978729262,547.0961639274473,10800.0,547.0961639274473,0.0,0.0,0.0,37.9626972607806,10800.0,186.2862438172958,0.0,222.37270678995026
2025-02-01,3:50,4:00,0.39263000000000003,0.3164,483.6166666666666,0.0,537.5974358974358,0.0,537.5974358974358,28.527211122846275,566.1246470202822,10800.0,566.1246470202822,0.0,0.0,0.0,82.50798035361555,10800.0,179.12183831721728,0.0,222.2775201595734
2025-02-01,4:00,4:10,0.4024600000000001,0.3916,491.1868,0.0,527.1528179487179,0.0,527.1528179487179,27.169676337809783,554.3224942865277,10800.0,554.3224942865277,0.0,0.0,0.0,63.13569428652767,10800.0,217.07268876260423,0.0,223.09263105055598
2025-02-01,4:10,4:20,0.41017000000000003,0.4109,504.64528333333334,0.0,520.1289615384615,0.0,520.1289615384615,29.553199724517953,549.6821612629794,10800.0,549.6821612629794,0.0,0.0,0.0,45.036877929646096,10800.0,225.86440006295825,0.0,225.46313208523628
2025-02-01,4:20,4:30,0.40017,0.361,505.57833333333326,0.0,532.8980769230769,0.0,532.8980769230769,39.34485205995503,572.242928983032,10800.0,572.242928983032,0.0,0.0,0.0,66.66459564969875,10800.0,206.57969736287455,0.0,228.99445289113993
2025-02-01,4:30,4:40,0.38767000000000007,0.3799,503.23096666666663,0.0,549.3624307692307,0.0,549.3624307692307,35.33361079579684,584.6960415650276,10800.0,584.6960415650276,0.0,0.0,0.0,81.46507489836097,10800.0,222.126026190554,0.0,226.6691144335143
2025-02-01,4:40,4:50,0.41116,0.4094,502.84698333333336,0.00023333333333333333,557.0499243589743,0.00025718068664573525,557.0496671782877,32.167634042337966,589.2173012206256,10800.0,589.2173012206256,0.0,0.0,0.0,86.37055122062554,10800.0,241.22556311972411,0.0,242.26258556987244
2025-02-01,4:50,5:00,0.4431900000000001,0.4052,499.64166666666665,0.0,552.4296153846153,0.0,552.4296153846153,23.194523378582144,575.6241387631975,10800.0,575.6241387631975,0.0,0.0,0.0,75.98247209653084,10800.0,233.24290102684762,0.0,255.11086205846155
2025-02-01,5:00,5:10,0.4206900000000001,0.3896,488.78358333333335,0.0,542.0459628205127,0.0,542.0459628205127,25.18880729383623,567.234770114349,10800.0,567.234770114349,0.0,0.0,0.0,78.45118678101562,10800.0,220.99466643655038,0.0,238.62999543940555
2025-02-01,5:10,5:20,0.41941000000000006,0.3908,498.51875,0.0033166666666666665,541.4884858974358,0.0036270600950996023,541.4848588373407,41.62551475205338,583.110373589394,10800.0,583.110373589394,0.0,0.0,0.0,84.59494025606074,10800.0,227.87953399873518,0.0,244.5623217871278
2025-02-01,5:20,5:30,0.4288200000000001,0.3821,529.2233333333334,0.0,555.3061538461538,0.0,555.3061538461538,34.7393394751629,590.0454933213167,10800.0,590.0454933213167,0.0,0.0,0.0,60.822159987983355,10800.0,225.4563829980751,0.0,253.02330844604708
2025-02-01,5:30,5:40,0.39549,0.3475,547.4103166666666,0.0,571.0744692307692,0.0,571.0744692307692,32.70702171196772,603.7814909427369,10800.0,603.7814909427369,0.0,0.0,0.0,56.37117427607029,10800.0,209.81406810260106,0.0,238.78954185294302
2025-02-01,5:40,5:50,0.5632100000000001,0.5182,531.2274,0.04623333333333333,563.2206923076922,0.0504765620290644,563.1702157456631,42.37362338880739,605.5438391344704,10320.192333047813,173.71693887750217,0.0,357.4642277891645,0.0,0.0,10402.817524678707,90.02011772632163,0.0,97.83911714519802
